sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_251763-262319.1	251763	262319	10556	9	20	6	0.71258	antibacterial	0.78	0.11	0.08	0.15	RiPP	0.01	0.15	0.12	0.17	0.53	0.04	0.01	CP042324.1_CP042324.1_224;CP042324.1_CP042324.1_225;CP042324.1_CP042324.1_226;CP042324.1_CP042324.1_227;CP042324.1_CP042324.1_228;CP042324.1_CP042324.1_229;CP042324.1_CP042324.1_230;CP042324.1_CP042324.1_231;CP042324.1_CP042324.1_232	PF00903;PF00561;PF05147;PF00975;PF01408;PF04738	PF01408;PF01978;PF12802;PF01047;PF13412;PF09339;PF00392;PF13545;PF00903;PF12833;PF00561;PF00975;PF12697;PF12146;PF12695;PF07819;PF04738;PF14028;PF05147;PF00528
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_297514-309131.1	297514	309131	11617	9	13	2	0.61724	antibacterial	0.60	0.06	0.04	0.18		0.00	0.35	0.24	0.32	0.09	0.01	0.02	CP042324.1_CP042324.1_263;CP042324.1_CP042324.1_264;CP042324.1_CP042324.1_265;CP042324.1_CP042324.1_266;CP042324.1_CP042324.1_267;CP042324.1_CP042324.1_268;CP042324.1_CP042324.1_269;CP042324.1_CP042324.1_270;CP042324.1_CP042324.1_271	PF00903;PF00501	PF00440;PF12681;PF00903;PF08937;PF13676;PF12697;PF13560;PF01381;PF00144;PF14278;PF00440;PF00501;PF13193
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_320109-322255.1	320109	322255	2146	2	5	1	0.56163	antibacterial	0.54	0.10	0.38	0.14	Polyketide	0.04	0.14	0.12	0.57	0.12	0.00	0.08	CP042324.1_CP042324.1_279;CP042324.1_CP042324.1_280	PF00107	PF00107;PF13602;PF00135;PF07859;PF00326
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_329437-331365.1	329437	331365	1928	3	6	0	0.55903	antibacterial	0.75	0.05	0.15	0.31		0.00	0.13	0.08	0.31	0.20	0.03	0.30	CP042324.1_CP042324.1_286;CP042324.1_CP042324.1_287;CP042324.1_CP042324.1_288		PF13340;PF01609;PF13359;PF13612;PF13586;PF00144
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_332310-341318.1	332310	341318	9008	7	15	3	0.58710	antibacterial	0.81	0.07	0.15	0.33	Polyketide	0.01	0.03	0.06	0.76	0.02	0.00	0.14	CP042324.1_CP042324.1_290;CP042324.1_CP042324.1_291;CP042324.1_CP042324.1_292;CP042324.1_CP042324.1_293;CP042324.1_CP042324.1_294;CP042324.1_CP042324.1_295;CP042324.1_CP042324.1_296	PF08659;PF01370;PF00106	PF00106;PF08659;PF01370;PF13561;PF13460;PF00440;PF13022;PF16859;PF03055;PF10518;PF14200;PF00754;PF03435;PF13460;PF00440
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_345816-347706.1	345816	347706	1890	1	2	0	0.60335	antibacterial	0.87	0.06	0.17	0.26		0.00	0.08	0.04	0.28	0.19	0.18	0.28	CP042324.1_CP042324.1_301		PF13229;PF05048
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_349418-351352.1	349418	351352	1934	2	5	0	0.52089	antibacterial	0.85	0.09	0.17	0.24		0.00	0.09	0.19	0.28	0.20	0.02	0.27	CP042324.1_CP042324.1_303;CP042324.1_CP042324.1_304		PF01614;PF12802;PF09339;PF07436;PF01557
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_353791-355686.1	353791	355686	1895	2	2	1	0.52221	antibacterial	0.92	0.10	0.05	0.21	Terpene	0.05	0.09	0.04	0.15	0.06	0.02	0.61	CP042324.1_CP042324.1_307;CP042324.1_CP042324.1_308	PF00248	PF00248;PF04909
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_364558-366795.1	364558	366795	2237	2	4	0	0.52680	antibacterial	0.81	0.07	0.22	0.24		0.00	0.09	0.07	0.33	0.21	0.03	0.32	CP042324.1_CP042324.1_318;CP042324.1_CP042324.1_319		PF13377;PF00532;PF00356;PF01557
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_370065-372478.1	370065	372478	2413	3	9	4	0.57281	antibacterial	0.76	0.04	0.19	0.36	Polyketide	0.01	0.03	0.01	0.92	0.02	0.03	0.02	CP042324.1_CP042324.1_323;CP042324.1_CP042324.1_324;CP042324.1_CP042324.1_325	PF02737;PF08659;PF01370;PF00106	PF00106;PF01370;PF08659;PF03435;PF05368;PF02737;PF13561;PF14486;PF06912
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_395938-429403.1	395938	429403	33465	28	74	19	0.94701		0.48	0.29	0.29	0.22	Saccharide	0.02	0.03	0.20	0.06	0.00	0.69	0.01	CP042324.1_CP042324.1_339;CP042324.1_CP042324.1_340;CP042324.1_CP042324.1_341;CP042324.1_CP042324.1_342;CP042324.1_CP042324.1_343;CP042324.1_CP042324.1_344;CP042324.1_CP042324.1_345;CP042324.1_CP042324.1_346;CP042324.1_CP042324.1_347;CP042324.1_CP042324.1_348;CP042324.1_CP042324.1_349;CP042324.1_CP042324.1_350;CP042324.1_CP042324.1_351;CP042324.1_CP042324.1_352;CP042324.1_CP042324.1_353;CP042324.1_CP042324.1_354;CP042324.1_CP042324.1_355;CP042324.1_CP042324.1_356;CP042324.1_CP042324.1_357;CP042324.1_CP042324.1_358;CP042324.1_CP042324.1_359;CP042324.1_CP042324.1_360;CP042324.1_CP042324.1_361;CP042324.1_CP042324.1_362;CP042324.1_CP042324.1_363;CP042324.1_CP042324.1_364;CP042324.1_CP042324.1_365;CP042324.1_CP042324.1_366	PF02706;PF02585;PF03721;PF02397;PF01370;PF04321;PF08241;PF00702;PF03720;PF00908;PF00107;PF08484;PF08421;PF08242;PF00984;PF01408;PF00535;PF00534;PF00202	PF13727;PF02397;PF03721;PF01262;PF00984;PF03720;PF13477;PF13579;PF13439;PF00534;PF13692;PF13524;PF02706;PF02706;PF13522;PF13537;PF12481;PF00733;PF03054;PF02826;PF02254;PF00107;PF01408;PF03447;PF16889;PF05426;PF07940;PF13229;PF05048;PF13439;PF13579;PF00534;PF13692;PF13524;PF08421;PF13489;PF08242;PF08241;PF08484;PF12804;PF02585;PF04321;PF01370;PF16363;PF13460;PF01073;PF16254;PF09940;PF04389;PF16221;PF13641;PF00535;PF10111;PF13704;PF04230;PF00908;PF00202;PF01569;PF14378;PF11706;PF07336;PF00702;PF13419;PF13242;PF04672;PF13646;PF00376;PF13411;PF09278;PF13646;PF13489;PF08241;PF08242;PF13649
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_431961-437224.1	431961	437224	5263	7	11	2	0.66515	inhibitor	0.31	0.09	0.53	0.10	Polyketide	0.00	0.18	0.17	0.69	0.02	0.00	0.01	CP042324.1_CP042324.1_371;CP042324.1_CP042324.1_372;CP042324.1_CP042324.1_373;CP042324.1_CP042324.1_374;CP042324.1_CP042324.1_375;CP042324.1_CP042324.1_376;CP042324.1_CP042324.1_377	PF08240;PF00107	PF05719;PF12680;PF14534;PF08281;PF04542;PF06197;PF08894;PF01872;PF08240;PF00107;PF13602
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_438996-446144.1	438996	446144	7148	6	13	1	0.58230	antibacterial	0.63	0.07	0.09	0.28		0.00	0.35	0.23	0.27	0.10	0.01	0.04	CP042324.1_CP042324.1_380;CP042324.1_CP042324.1_381;CP042324.1_CP042324.1_382;CP042324.1_CP042324.1_383;CP042324.1_CP042324.1_384;CP042324.1_CP042324.1_385	PF00561	PF02518;PF13581;PF07730;PF03176;PF00873;PF12349;PF14100;PF03403;PF00561;PF12146;PF12697;PF00440;PF13305
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_466428-466764.1	466428	466764	336	1	2	0	0.53050	antibacterial-antifungal	0.78	0.02	0.20	0.63	Polyketide	0.00	0.01	0.02	0.94	0.03	0.00	0.01	CP042324.1_CP042324.1_405		PF07690;PF00083
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_490450-492881.1	490450	492881	2431	3	8	2	0.59832	antibacterial	0.52	0.16	0.10	0.38		0.00	0.40	0.16	0.36	0.05	0.02	0.03	CP042324.1_CP042324.1_428;CP042324.1_CP042324.1_429;CP042324.1_CP042324.1_430	PF00975;PF00561	PF02627;PF00561;PF00975;PF12697;PF12146;PF00756;PF12833;PF00165
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_497374-535677.1	497374	535677	38303	27	65	6	0.82388		0.45	0.47	0.13	0.14	NRP	0.03	0.83	0.07	0.02	0.02	0.04	0.01	CP042324.1_CP042324.1_435;CP042324.1_CP042324.1_436;CP042324.1_CP042324.1_437;CP042324.1_CP042324.1_438;CP042324.1_CP042324.1_439;CP042324.1_CP042324.1_440;CP042324.1_CP042324.1_441;CP042324.1_CP042324.1_442;CP042324.1_CP042324.1_443;CP042324.1_CP042324.1_444;CP042324.1_CP042324.1_445;CP042324.1_CP042324.1_446;CP042324.1_CP042324.1_447;CP042324.1_CP042324.1_448;CP042324.1_CP042324.1_449;CP042324.1_CP042324.1_450;CP042324.1_CP042324.1_451;CP042324.1_CP042324.1_452;CP042324.1_CP042324.1_453;CP042324.1_CP042324.1_454;CP042324.1_CP042324.1_455;CP042324.1_CP042324.1_456;CP042324.1_CP042324.1_457;CP042324.1_CP042324.1_458;CP042324.1_CP042324.1_459;CP042324.1_CP042324.1_460;CP042324.1_CP042324.1_461	PF00903;PF00561;PF00501;PF01266;PF00668;PF01494	PF00005;PF13175;PF13555;PF13476;PF13304;PF00903;PF13669;PF12902;PF00459;PF03067;PF00182;PF01494;PF01266;PF01262;PF03486;PF13450;PF07992;PF13738;PF00440;PF01494;PF12802;PF13463;PF09339;PF01047;PF02082;PF08531;PF05592;PF17389;PF17390;PF03621;PF11806;PF00756;PF00561;PF00005;PF00664;PF00550;PF00668;PF13193;PF00501;PF00005;PF00664;PF01497;PF13191;PF13604;PF00005;PF13238;PF13175;PF13401;PF02456;PF13555;PF13304;PF09818;PF13476;PF01032;PF01032;PF07992;PF13434;PF13454;PF00551;PF00148;PF13439;PF02911;PF17227;PF08530;PF02129
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_586985-589545.1	586985	589545	2560	3	5	4	0.64894	antibacterial	0.60	0.07	0.26	0.20	Polyketide	0.00	0.35	0.03	0.77	0.00	0.00	0.17	CP042324.1_CP042324.1_506;CP042324.1_CP042324.1_507;CP042324.1_CP042324.1_508	PF02801;PF00108;PF00698;PF00109	PF00698;PF02801;PF00109;PF00108;PF00550
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_605120-610355.1	605120	610355	5235	5	8	1	0.59426		0.49	0.02	0.40	0.20	Polyketide-Terpene	0.00	0.03	0.00	0.79	0.00	0.02	0.91	CP042324.1_CP042324.1_522;CP042324.1_CP042324.1_523;CP042324.1_CP042324.1_524;CP042324.1_CP042324.1_525;CP042324.1_CP042324.1_526	PF00348	PF13360;PF13570;PF05406;PF09995;PF00348;PF13340;PF01609;PF13586
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_618786-637165.1	618786	637165	18379	19	38	3	0.76332		0.40	0.37	0.23	0.09		0.01	0.05	0.43	0.12	0.14	0.03	0.26	CP042324.1_CP042324.1_536;CP042324.1_CP042324.1_537;CP042324.1_CP042324.1_538;CP042324.1_CP042324.1_539;CP042324.1_CP042324.1_540;CP042324.1_CP042324.1_541;CP042324.1_CP042324.1_542;CP042324.1_CP042324.1_543;CP042324.1_CP042324.1_544;CP042324.1_CP042324.1_545;CP042324.1_CP042324.1_546;CP042324.1_CP042324.1_547;CP042324.1_CP042324.1_548;CP042324.1_CP042324.1_549;CP042324.1_CP042324.1_550;CP042324.1_CP042324.1_551;CP042324.1_CP042324.1_552;CP042324.1_CP042324.1_553;CP042324.1_CP042324.1_554	PF08241;PF08242;PF00067	PF01261;PF00121;PF02502;PF02734;PF02733;PF00083;PF07690;PF03825;PF00392;PF13545;PF09339;PF07729;PF00067;PF00067;PF03029;PF00071;PF00025;PF00009;PF08477;PF05331;PF03259;PF02518;PF03466;PF00126;PF02567;PF05544;PF01183;PF00941;PF13489;PF13847;PF05401;PF01209;PF08241;PF05175;PF08242;PF13649;PF03358;PF02525
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_680495-696168.1	680495	696168	15673	20	43	8	0.78472		0.44	0.38	0.24	0.14	Polyketide	0.02	0.17	0.12	0.70	0.04	0.02	0.07	CP042324.1_CP042324.1_598;CP042324.1_CP042324.1_599;CP042324.1_CP042324.1_600;CP042324.1_CP042324.1_601;CP042324.1_CP042324.1_602;CP042324.1_CP042324.1_603;CP042324.1_CP042324.1_604;CP042324.1_CP042324.1_605;CP042324.1_CP042324.1_606;CP042324.1_CP042324.1_607;CP042324.1_CP042324.1_608;CP042324.1_CP042324.1_609;CP042324.1_CP042324.1_610;CP042324.1_CP042324.1_611;CP042324.1_CP042324.1_612;CP042324.1_CP042324.1_613;CP042324.1_CP042324.1_614;CP042324.1_CP042324.1_615;CP042324.1_CP042324.1_616;CP042324.1_CP042324.1_617	PF03364;PF08242;PF00107;PF08241;PF08659;PF08240;PF01370;PF00106	PF01435;PF03965;PF01978;PF12802;PF02342;PF13424;PF07719;PF03067;PF09362;PF13602;PF00107;PF08240;PF00440;PF16859;PF00106;PF01370;PF08659;PF13561;PF13460;PF01135;PF02353;PF06325;PF13489;PF05724;PF01728;PF01209;PF13847;PF05401;PF13649;PF08241;PF08242;PF05148;PF05800;PF00741;PF06386;PF05120;PF10604;PF03364;PF08327;PF00741;PF06386;PF00741;PF05121
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_720031-722964.1	720031	722964	2933	4	7	0	0.56942	inhibitor	0.24	0.02	0.70	0.14		0.02	0.22	0.06	0.34	0.27	0.01	0.09	CP042324.1_CP042324.1_636;CP042324.1_CP042324.1_637;CP042324.1_CP042324.1_638;CP042324.1_CP042324.1_639		PF01374;PF05532;PF07690;PF06609;PF00083;PF06779;PF05977
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_736311-749279.1	736311	749279	12968	16	19	0	0.69951	antibacterial	0.63	0.14	0.08	0.10	RiPP	0.00	0.01	0.10	0.04	0.85	0.00	0.00	CP042324.1_CP042324.1_653;CP042324.1_CP042324.1_654;CP042324.1_CP042324.1_655;CP042324.1_CP042324.1_656;CP042324.1_CP042324.1_657;CP042324.1_CP042324.1_658;CP042324.1_CP042324.1_659;CP042324.1_CP042324.1_660;CP042324.1_CP042324.1_661;CP042324.1_CP042324.1_662;CP042324.1_CP042324.1_663;CP042324.1_CP042324.1_664;CP042324.1_CP042324.1_665;CP042324.1_CP042324.1_666;CP042324.1_CP042324.1_667;CP042324.1_CP042324.1_668		PF14404;PF10027;PF01965;PF00165;PF17196;PF02463;PF13191;PF00005;PF13555;PF03193;PF00664;PF02518;PF13581;PF04149;PF04672;PF13458;PF13433;PF02653;PF02653
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_753317-757246.1	753317	757246	3929	2	9	0	0.51027	antibacterial	0.69	0.07	0.13	0.31		0.00	0.23	0.13	0.43	0.15	0.02	0.07	CP042324.1_CP042324.1_673;CP042324.1_CP042324.1_674		PF00196;PF13384;PF13936;PF13424;PF12697;PF12695;PF01738;PF03403;PF12146
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_797776-809813.1	797776	809813	12037	10	28	2	0.70473		0.47	0.32	0.32	0.05	RiPP	0.00	0.07	0.13	0.02	0.71	0.01	0.06	CP042324.1_CP042324.1_717;CP042324.1_CP042324.1_718;CP042324.1_CP042324.1_719;CP042324.1_CP042324.1_720;CP042324.1_CP042324.1_721;CP042324.1_CP042324.1_722;CP042324.1_CP042324.1_723;CP042324.1_CP042324.1_724;CP042324.1_CP042324.1_725;CP042324.1_CP042324.1_726	PF08242;PF08241	PF12385;PF03412;PF00664;PF00005;PF02463;PF00664;PF00005;PF13191;PF02463;PF02541;PF14518;PF05175;PF06325;PF13489;PF12847;PF03602;PF13847;PF13649;PF08241;PF08242;PF01170;PF09360;PF00720;PF01070;PF00478;PF01645;PF00652;PF14200
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_815933-824058.1	815933	824058	8125	9	20	2	0.76996	antibacterial	0.66	0.05	0.06	0.08	Polyketide	0.12	0.00	0.12	0.51	0.10	0.02	0.31	CP042324.1_CP042324.1_729;CP042324.1_CP042324.1_730;CP042324.1_CP042324.1_731;CP042324.1_CP042324.1_732;CP042324.1_CP042324.1_733;CP042324.1_CP042324.1_734;CP042324.1_CP042324.1_735;CP042324.1_CP042324.1_736;CP042324.1_CP042324.1_737	PF00248;PF00067	PF00989;PF13188;PF08448;PF13426;PF13185;PF01590;PF07228;PF13581;PF14016;PF00248;PF02441;PF07080;PF12680;PF14534;PF00440;PF06902;PF13459;PF13370;PF00067;PF04075
CP042324.1	deepbgc	0.1.0	deepbgc	CP042324.1_847648-849232.1	847648	849232	1584	1	1	1	0.68118	antibacterial	0.94	0.00	0.04	0.01	Polyketide-Terpene	0.00	0.00	0.07	0.62	0.00	0.00	0.75	CP042324.1_CP042324.1_763	PF00067	PF00067
