sequence_id	detector	detector_version	detector_label	bgc_candidate_id	nucl_start	nucl_end	nucl_length	num_proteins	num_domains	num_bio_domains	deepbgc_score	product_activity	antibacterial	cytotoxic	inhibitor	antifungal	product_class	Alkaloid	NRP	Other	Polyketide	RiPP	Saccharide	Terpene	protein_ids	bio_pfam_ids	pfam_ids
1	deepbgc	0.1.0	deepbgc	1_509097-509994.1	509097	509994	897	1	1	0	0.51131	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	1_1_492		PF01896
1	deepbgc	0.1.0	deepbgc	1_540575-570304.1	540575	570304	29729	32	63	9	0.83775	antibacterial	0.55	0.19	0.21	0.08	Saccharide	0.00	0.02	0.12	0.12	0.00	0.76	0.01	1_1_524;1_1_525;1_1_526;1_1_527;1_1_528;1_1_529;1_1_530;1_1_531;1_1_532;1_1_533;1_1_534;1_1_535;1_1_536;1_1_537;1_1_538;1_1_539;1_1_540;1_1_541;1_1_542;1_1_543;1_1_544;1_1_545;1_1_546;1_1_547;1_1_548;1_1_549;1_1_550;1_1_551;1_1_552;1_1_553;1_1_554;1_1_555	PF00106;PF02719;PF00702;PF04321;PF00535;PF01075;PF00534;PF08659;PF01370	PF04107;PF07498;PF01028;PF14168;PF17196;PF04679;PF01068;PF09414;PF13466;PF01740;PF00241;PF01075;PF05977;PF07690;PF01467;PF00294;PF08543;PF01380;PF13580;PF13524;PF00534;PF13692;PF13439;PF13579;PF13477;PF13524;PF00534;PF13692;PF01075;PF13242;PF13419;PF00702;PF13344;PF13641;PF13506;PF12804;PF00535;PF16861;PF02543;PF16363;PF04321;PF02719;PF01370;PF01073;PF13460;PF10282;PF13561;PF00106;PF08659;PF13561;PF00106;PF08659;PF01370;PF16363;PF01073;PF02882;PF05995;PF01740;PF13466;PF01904;PF12850;PF00149;PF00571
1	deepbgc	0.1.0	deepbgc	1_573810-614718.1	573810	614718	40908	47	81	11	0.81869	cytotoxic	0.24	0.62	0.13	0.07	Terpene	0.05	0.06	0.07	0.14	0.05	0.01	0.65	1_1_559;1_1_560;1_1_561;1_1_562;1_1_563;1_1_564;1_1_565;1_1_566;1_1_567;1_1_568;1_1_569;1_1_570;1_1_571;1_1_572;1_1_573;1_1_574;1_1_575;1_1_576;1_1_577;1_1_578;1_1_579;1_1_580;1_1_581;1_1_582;1_1_583;1_1_584;1_1_585;1_1_586;1_1_587;1_1_588;1_1_589;1_1_590;1_1_591;1_1_592;1_1_593;1_1_594;1_1_595;1_1_596;1_1_597;1_1_598;1_1_599;1_1_600;1_1_601;1_1_602;1_1_603;1_1_604;1_1_605	PF01494;PF00355;PF00107;PF00348;PF02737;PF01593;PF00494;PF08241;PF08240;PF01266;PF08242	PF00571;PF00300;PF00107;PF08240;PF13823;PF13581;PF02954;PF07228;PF11239;PF13185;PF01590;PF13492;PF03861;PF01590;PF13492;PF13185;PF03861;PF07602;PF13229;PF05048;PF00440;PF05834;PF01209;PF13489;PF13847;PF05175;PF13649;PF08241;PF08242;PF01946;PF00743;PF01266;PF07992;PF03486;PF00070;PF01262;PF01494;PF12831;PF00890;PF02737;PF01134;PF13450;PF01593;PF00355;PF00494;PF01593;PF01266;PF13450;PF01946;PF12831;PF07992;PF00070;PF00890;PF00348;PF08240;PF07228;PF13492;PF13185;PF01590;PF02518;PF13581;PF00235;PF00571;PF00156;PF14681;PF05139;PF05139;PF10025;PF10025;PF00011;PF05455;PF14015;PF17196;PF04343;PF03861;PF01590;PF13492;PF13185;PF03861;PF01740;PF13466
1	deepbgc	0.1.0	deepbgc	1_694950-695457.1	694950	695457	507	1	3	0	0.51350	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	1_1_667		PF04978;PF12867;PF05163
1	deepbgc	0.1.0	deepbgc	1_698854-799277.1	698854	799277	100423	105	192	22	0.82980	antibacterial	0.53	0.25	0.34	0.10		0.00	0.22	0.21	0.32	0.10	0.15	0.05	1_1_670;1_1_671;1_1_672;1_1_673;1_1_674;1_1_675;1_1_676;1_1_677;1_1_678;1_1_679;1_1_680;1_1_681;1_1_682;1_1_683;1_1_684;1_1_685;1_1_686;1_1_687;1_1_688;1_1_689;1_1_690;1_1_691;1_1_692;1_1_693;1_1_694;1_1_695;1_1_696;1_1_697;1_1_698;1_1_699;1_1_700;1_1_701;1_1_702;1_1_703;1_1_704;1_1_705;1_1_706;1_1_707;1_1_708;1_1_709;1_1_710;1_1_711;1_1_712;1_1_713;1_1_714;1_1_715;1_1_716;1_1_717;1_1_718;1_1_719;1_1_720;1_1_721;1_1_722;1_1_723;1_1_724;1_1_725;1_1_726;1_1_727;1_1_728;1_1_729;1_1_730;1_1_731;1_1_732;1_1_733;1_1_734;1_1_735;1_1_736;1_1_737;1_1_738;1_1_739;1_1_740;1_1_741;1_1_742;1_1_743;1_1_744;1_1_745;1_1_746;1_1_747;1_1_748;1_1_749;1_1_750;1_1_751;1_1_752;1_1_753;1_1_754;1_1_755;1_1_756;1_1_757;1_1_758;1_1_759;1_1_760;1_1_761;1_1_762;1_1_763;1_1_764;1_1_765;1_1_766;1_1_767;1_1_768;1_1_769;1_1_770;1_1_771;1_1_772;1_1_773;1_1_774	PF00903;PF00107;PF02585;PF00583;PF00441;PF08659;PF08242;PF01370;PF00106;PF00494;PF08240;PF02770;PF00155;PF02719;PF00561;PF00975;PF00378;PF02771;PF04321;PF02737;PF08028;PF08241	PF01261;PF00903;PF12681;PF00005;PF13191;PF13304;PF13476;PF01032;PF01497;PF14016;PF00704;PF00294;PF01081;PF09339;PF12802;PF01614;PF04542;PF00188;PF13489;PF13847;PF01209;PF08241;PF08242;PF13649;PF00282;PF06236;PF00264;PF09339;PF00072;PF02518;PF14501;PF14689;PF08448;PF13188;PF17203;PF00375;PF00082;PF01483;PF12697;PF00326;PF00756;PF02129;PF08840;PF06500;PF05448;PF01738;PF11575;PF03096;PF08386;PF12697;PF00561;PF00975;PF12146;PF13302;PF00583;PF07676;PF00756;PF00561;PF12146;PF07519;PF00326;PF00135;PF07859;PF03777;PF00264;PF06236;PF13673;PF13527;PF13508;PF00583;PF00441;PF08028;PF02771;PF00441;PF02770;PF02771;PF13602;PF00107;PF00106;PF08659;PF04321;PF01370;PF02719;PF02737;PF13561;PF08279;PF02082;PF08220;PF13280;PF12680;PF03781;PF00378;PF16113;PF02585;PF00753;PF12706;PF01839;PF13517;PF00561;PF12146;PF13602;PF00107;PF16912;PF08240;PF03466;PF00126;PF12840;PF12802;PF00701;PF01476;PF01464;PF00494;PF07714;PF00069;PF12222;PF03737;PF04226;PF14378;PF00440;PF16859;PF02342;PF00497;PF12974;PF01965;PF04231;PF11239;PF00728;PF02838;PF06779;PF07690;PF00083;PF12802;PF09339;PF01047;PF04297;PF08281;PF04545;PF07638;PF04542;PF00746;PF00155;PF00892;PF13489;PF13847;PF08241;PF02353;PF08242;PF13649;PF01728;PF05175;PF01135;PF03602;PF03686;PF01906;PF08239;PF05991;PF08433;PF07931;PF13671;PF13238;PF06414;PF09511;PF03466;PF00126;PF00106;PF08659;PF13561;PF03595;PF06197;PF07681;PF13376;PF03466;PF07228;PF00903;PF17036;PF12294;PF00553;PF00704;PF13302;PF00583;PF13489;PF03848;PF13847;PF08241;PF08242;PF13649;PF03551;PF13814;PF03777;PF00389;PF02826;PF00293
1	deepbgc	0.1.0	deepbgc	1_802686-805365.1	802686	805365	2679	1	4	0	0.50203	antibacterial	0.70	0.06	0.12	0.21		0.00	0.07	0.28	0.18	0.26	0.00	0.22	1_1_781		PF00196;PF08281;PF13191;PF13401
1	deepbgc	0.1.0	deepbgc	1_820375-821323.1	820375	821323	948	1	1	0	0.54735	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	1_1_794		PF04199
1	deepbgc	0.1.0	deepbgc	1_828138-828873.1	828138	828873	735	1	1	0	0.55569	antibacterial	0.88	0.08	0.15	0.27		0.00	0.09	0.07	0.33	0.21	0.03	0.33	1_1_799		PF05630
1	deepbgc	0.1.0	deepbgc	1_830884-831517.1	830884	831517	633	1	1	0	0.56053	antibacterial	0.61	0.05	0.12	0.17		0.00	0.05	0.39	0.19	0.17	0.02	0.21	1_1_803		PF00440
1	deepbgc	0.1.0	deepbgc	1_844197-844803.1	844197	844803	606	1	1	0	0.50212	antibacterial	0.87	0.06	0.17	0.26		0.00	0.09	0.07	0.33	0.21	0.03	0.32	1_1_815		PF05719
1	deepbgc	0.1.0	deepbgc	1_891943-893510.1	891943	893510	1567	2	3	0	0.59987	antibacterial	0.63	0.08	0.14	0.19		0.00	0.05	0.39	0.19	0.17	0.02	0.21	1_1_852;1_1_853		PF14329;PF00440;PF02909
1	deepbgc	0.1.0	deepbgc	1_895947-913953.1	895947	913953	18006	17	19	2	0.65984		0.37	0.02	0.20	0.12	RiPP	0.00	0.00	0.07	0.01	0.91	0.01	0.00	1_1_856;1_1_857;1_1_858;1_1_859;1_1_860;1_1_861;1_1_862;1_1_863;1_1_864;1_1_865;1_1_866;1_1_867;1_1_868;1_1_869;1_1_870;1_1_871;1_1_872	PF05147;PF01636	PF12770;PF02342;PF00069;PF07714;PF01636;PF05147;PF00664;PF00005;PF13555;PF00005;PF00196;PF13384;PF08281;PF00072;PF00582;PF02784;PF01168;PF00278;PF03795
1	deepbgc	0.1.0	deepbgc	1_981229-984310.1	981229	984310	3081	4	13	2	0.63698		0.40	0.33	0.18	0.04		0.03	0.02	0.31	0.05	0.16	0.00	0.43	1_1_940;1_1_941;1_1_942;1_1_943	PF08242;PF08241	PF13847;PF05175;PF03602;PF01170;PF13489;PF06325;PF13649;PF08241;PF08242;PF02353;PF13466;PF01740;PF00144
1	deepbgc	0.1.0	deepbgc	1_1007020-1049353.1	1007020	1049353	42333	38	71	9	0.86726		0.39	0.40	0.29	0.08		0.01	0.14	0.11	0.34	0.24	0.16	0.12	1_1_961;1_1_962;1_1_963;1_1_964;1_1_965;1_1_966;1_1_967;1_1_968;1_1_969;1_1_970;1_1_971;1_1_972;1_1_973;1_1_974;1_1_975;1_1_976;1_1_977;1_1_978;1_1_979;1_1_980;1_1_981;1_1_982;1_1_983;1_1_984;1_1_985;1_1_986;1_1_987;1_1_988;1_1_989;1_1_990;1_1_991;1_1_992;1_1_993;1_1_994;1_1_995;1_1_996;1_1_997;1_1_998	PF00106;PF00107;PF00583;PF00067;PF08241;PF08659;PF01266;PF08242;PF03364	PF02353;PF13489;PF13847;PF08241;PF08242;PF13649;PF13578;PF00067;PF03029;PF00071;PF08477;PF05331;PF12802;PF03259;PF02518;PF08734;PF13302;PF00583;PF13420;PF13508;PF13523;PF00270;PF00271;PF16124;PF09382;PF00570;PF10604;PF03364;PF08327;PF05013;PF13437;PF03412;PF00664;PF00005;PF02463;PF00664;PF00005;PF13191;PF00440;PF07690;PF00083;PF03055;PF01427;PF13581;PF00440;PF04199;PF00732;PF07992;PF01266;PF00890;PF13450;PF05199;PF00106;PF08659;PF13561;PF01654;PF02322;PF00132;PF14602;PF00723;PF01872;PF11695;PF12840;PF10974;PF13602;PF00107;PF02775;PF00205;PF02776;PF01645;PF01070
1	deepbgc	0.1.0	deepbgc	1_1077115-1136575.1	1077115	1136575	59460	51	101	20	0.87710	antibacterial	0.52	0.31	0.25	0.19		0.05	0.37	0.17	0.28	0.01	0.22	0.07	1_1_1024;1_1_1025;1_1_1026;1_1_1027;1_1_1028;1_1_1029;1_1_1030;1_1_1031;1_1_1032;1_1_1033;1_1_1034;1_1_1035;1_1_1036;1_1_1037;1_1_1038;1_1_1039;1_1_1040;1_1_1041;1_1_1042;1_1_1043;1_1_1044;1_1_1045;1_1_1046;1_1_1047;1_1_1048;1_1_1049;1_1_1050;1_1_1051;1_1_1052;1_1_1053;1_1_1054;1_1_1055;1_1_1056;1_1_1057;1_1_1058;1_1_1059;1_1_1060;1_1_1061;1_1_1062;1_1_1063;1_1_1064;1_1_1065;1_1_1066;1_1_1067;1_1_1068;1_1_1069;1_1_1070;1_1_1071;1_1_1072;1_1_1073;1_1_1074	PF07993;PF00903;PF04055;PF00107;PF02786;PF00984;PF08659;PF01370;PF00106;PF00535;PF00501;PF08240;PF03364;PF02719;PF02668;PF03721;PF00067;PF03720;PF04321;PF02737	PF02786;PF02655;PF13535;PF01071;PF15632;PF08443;PF07478;PF04055;PF06626;PF14016;PF13560;PF01381;PF13412;PF13443;PF13188;PF13560;PF01161;PF13581;PF07228;PF13492;PF13185;PF01590;PF01522;PF00067;PF00440;PF15567;PF00657;PF13472;PF01839;PF13517;PF10604;PF08327;PF03364;PF13560;PF01381;PF13565;PF10014;PF01979;PF07969;PF12770;PF09976;PF14559;PF13428;PF13193;PF00501;PF12625;PF13936;PF12833;PF00165;PF05853;PF08240;PF00107;PF13602;PF02668;PF07690;PF00083;PF03137;PF06821;PF13432;PF03425;PF03160;PF00933;PF01915;PF00903;PF13229;PF03720;PF00984;PF03721;PF03446;PF02737;PF16363;PF01370;PF02719;PF07993;PF04321;PF01073;PF13460;PF08659;PF05368;PF01113;PF00582;PF03435;PF00106;PF13632;PF03552;PF13641;PF13506;PF00535;PF16363;PF04321;PF01370;PF01073;PF07993;PF06737;PF00487;PF13411;PF00376;PF12698;PF12051;PF01061;PF02669
1	deepbgc	0.1.0	deepbgc	1_1143331-1152720.1	1143331	1152720	9389	8	25	2	0.63472	antibacterial	0.59	0.26	0.15	0.07		0.03	0.01	0.22	0.14	0.20	0.01	0.44	1_1_1083;1_1_1084;1_1_1085;1_1_1086;1_1_1087;1_1_1088;1_1_1089;1_1_1090	PF00067;PF08241	PF00067;PF13936;PF13384;PF08281;PF12802;PF01978;PF01047;PF13412;PF01022;PF08221;PF13404;PF12840;PF09339;PF13463;PF01325;PF12385;PF13529;PF02441;PF01980;PF13489;PF07021;PF13847;PF13649;PF08241;PF02254
1	deepbgc	0.1.0	deepbgc	1_1182752-1183952.1	1182752	1183952	1200	1	3	3	0.53771	antibacterial	0.60	0.05	0.20	0.33	Polyketide	0.00	0.39	0.12	0.67	0.06	0.01	0.09	1_1_1124	PF02803;PF00108;PF00109	PF02803;PF00108;PF00109
1	deepbgc	0.1.0	deepbgc	1_1185559-1200748.1	1185559	1200748	15189	14	27	3	0.81293		0.43	0.10	0.23	0.34		0.03	0.16	0.43	0.21	0.12	0.04	0.03	1_1_1126;1_1_1127;1_1_1128;1_1_1129;1_1_1130;1_1_1131;1_1_1132;1_1_1133;1_1_1134;1_1_1135;1_1_1136;1_1_1137;1_1_1138;1_1_1139	PF01596;PF00561;PF01553	PF07690;PF13347;PF06779;PF00083;PF12146;PF12697;PF00561;PF01425;PF01596;PF01135;PF13847;PF13649;PF13578;PF02452;PF15575;PF10021;PF04107;PF12867;PF03781;PF13230;PF13522;PF10017;PF13649;PF01553;PF13444;PF13416;PF01547
